OG0004339: CAFRA.g5381.t1 CANGA.Cang_2012_03_13_00005.g399.t1 CBREN.CBN01020 CBRIG.CBG02720 CCAST.g5173.t1 CDOUG.g22128.t1 CELEG.T19H5.4a CJAPO.CJA11151 CKAMA.g4705.t1 CLATE.FL83_12743-RA CMONO.g19726.t1 CNOUR.g13621.t1 CPLIC.g11679.t1 CREMA.FL82_05895-RA CSINI.Csp5_scaffold_00438.g11377.t1 CSP21.g981.t1 CSP26.g20449.t1 CSP28.g12869.t1 CSP29.g6585.t1 CSP31.g27140.t1 CSP32.g14302.t1 CSP34.Sp34_20198210.t1 CSP38.g3009.t1 CSP39.g16337.t1 CSP40.g6196.t1 CTROP.Csp11.Scaffold629.g7914.t1 CVIRI.g7496.t1 DCORO.DCO_022139
OG0007070: CAFRA.g8003.t1 CANGA.Cang_2012_03_13_00901.g14840.t1 CBREN.CBN00735 CBRIG.CBG18358 CCAST.g3484.t1 CDOUG.g1113.t1 CELEG.Y45F3A.1 CJAPO.CJA11127 CKAMA.g13008.t1 CLATE.FL83_11426-RA CMONO.g18597.t1 CNOUR.g13052.t1 CPLIC.g13423.t1 CREMA.FL82_20785-RA CSINI.Csp5_scaffold_00128.g5088.t1 CSP21.g2857.t1 CSP26.g4863.t1 CSP28.g4754.t1 CSP29.g2576.t1 CSP31.g10477.t1 CSP32.g2627.t1 CSP34.Sp34_30125700.t1 CSP38.g4066.t1 CSP39.g8345.t1 CSP40.g430.t1 CTROP.Csp11.Scaffold628.g7343.t1 CVIRI.g12594.t1 DCORO.DCO_028218
OG0007077: CAFRA.g8108.t1 CANGA.Cang_2012_03_13_00647.g13119.t1 CBREN.CBN07332 CBRIG.CBG20679 CCAST.g4881.t1 CDOUG.g8301.t1 CELEG.Y51H1A.3b.1 CJAPO.CJA29174 CKAMA.g7598.t1 CLATE.FL83_06827-RA CMONO.g14421.t1 CNOUR.g22306.t1 CPLIC.g6873.t1 CREMA.FL82_05728-RA CSINI.Csp5_scaffold_00129.g5118.t2 CSP21.g5760.t1 CSP26.g10566.t1 CSP28.g1804.t1 CSP29.g6976.t1 CSP31.g27257.t1 CSP32.g3593.t1 CSP34.Sp34_20075800.t1 CSP38.g20566.t1 CSP39.g7551.t1 CSP40.g5523.t1 CTROP.Csp11.Scaffold629.g11320.t1 CVIRI.g3754.t1 DCORO.DCO_027633
OG0007080: CAFRA.g8196.t1 CANGA.Cang_2012_03_13_00386.g10113.t1 CBREN.CBN19173 CBRIG.CBG02299 CCAST.g9146.t1 CDOUG.g15474.t1 CELEG.F59A6.1a CJAPO.CJA14063b CKAMA.g5874.t1 CLATE.FL83_05975-RA CMONO.g17915.t6 CNOUR.g9034.t2 CPLIC.g14547.t1 CREMA.FL82_11873-RA CSINI.Csp5_scaffold_00737.g14973.t1 CSP21.g9956.t1 CSP26.g11856.t1 CSP28.g6901.t1 CSP29.g5483.t1 CSP31.g17921.t2 CSP32.g7391.t2 CSP34.Sp34_20089400.t1 CSP38.g8517.t1 CSP39.g814.t2 CSP40.g5142.t2 CTROP.Csp11.Scaffold599.g5354.t1 CVIRI.g6217.t1 DCORO.DCO_002779
OG0007088: CAFRA.g8363.t1 CANGA.Cang_2012_03_13_00164.g6027.t1 CBREN.CBN19802 CBRIG.CBG03000 CCAST.g16460.t1 CDOUG.g8421.t1 CELEG.M106.5 CJAPO.CJA03849 CKAMA.g14573.t1 CLATE.FL83_17681-RA CMONO.g738.t1 CNOUR.g22356.t1 CPLIC.g187.t1 CREMA.FL82_05350-RA CSINI.Csp5_scaffold_00036.g1958.t2 CSP21.g7745.t1 CSP26.g1701.t1 CSP28.g11638.t1 CSP29.g9891.t1 CSP31.g16580.t1 CSP32.g2451.t1 CSP34.Sp34_20340000.t1 CSP38.g18397.t1 CSP39.g3516.t1 CSP40.g11565.t1 CTROP.Csp11.Scaffold618.g6058.t1 CVIRI.g8235.t1 DCORO.DCO_017749
OG0007099: CAFRA.g8552.t1 CANGA.Cang_2012_03_13_00023.g1449.t1 CBREN.CBN04564 CBRIG.CBG07248 CCAST.g14889.t1 CDOUG.g4614.t1 CELEG.C11H1.3 CJAPO.CJA14975 CKAMA.g2089.t1 CLATE.FL83_24420-RA CMONO.g13126.t1 CNOUR.g6894.t1 CPLIC.g2152.t1 CREMA.FL82_20585-RA CSINI.Csp5_scaffold_00401.g10799.t2 CSP21.g14077.t1 CSP26.g15986.t1 CSP28.g11828.t1 CSP29.g6073.t1 CSP31.g24626.t1 CSP32.g717.t1 CSP34.Sp34_X0107810.t1 CSP38.g18489.t1 CSP39.g19364.t1 CSP40.g558.t1 CTROP.Csp11.Scaffold628.g7108.t1 CVIRI.g5624.t1 DCORO.DCO_008867
OG0007101: CAFRA.g8564.t1 CANGA.Cang_2012_03_13_00446.g10945.t1 CBREN.CBN09502 CBRIG.CBG16308 CCAST.g14900.t1 CDOUG.g16003.t1 CELEG.R03E1.1.1 CJAPO.CJA17220 CKAMA.g2105.t1 CLATE.FL83_15308-RA CMONO.g15296.t1 CNOUR.g1553.t1 CPLIC.g2163.t1 CREMA.FL82_18931-RA CSINI.Csp5_scaffold_01986.g24225.t1 CSP21.g14065.t1 CSP26.g9927.t1 CSP28.g11818.t1 CSP29.g6087.t1 CSP31.g24614.t1 CSP32.g729.t1 CSP34.Sp34_X0028300.t1 CSP38.g18500.t1 CSP39.g19353.t1 CSP40.g1114.t1 CTROP.Csp11.Scaffold628.g7096.t1 CVIRI.g683.t1 DCORO.DCO_003667
OG0007106: CAFRA.g8682.t1 CANGA.Cang_2012_03_13_00024.g1454.t1 CBREN.CBN11366 CBRIG.CBG14238 CCAST.g17198.t1 CDOUG.g6811.t1 CELEG.T27A10.2 CJAPO.CJA00236 CKAMA.g3034.t1 CLATE.FL83_00807-RA CMONO.g1291.t1 CNOUR.g13772.t1 CPLIC.g14579.t1 CREMA.FL82_00868-RA CSINI.Csp5_scaffold_00003.g171.t1 CSP21.g2542.t1 CSP26.g18754.t1 CSP28.g10429.t1 CSP29.g14631.t1 CSP31.g1785.t1 CSP32.g401.t1 CSP34.Sp34_X0268300.t1 CSP38.g15622.t1 CSP39.g20534.t1 CSP40.g22489.t1 CTROP.Csp11.Scaffold630.g18191.t1 CVIRI.g7595.t1 DCORO.DCO_019851
OG0007108: CAFRA.g8703.t1 CANGA.Cang_2012_03_13_01236.g16049.t1 CBREN.CBN20241 CBRIG.CBG14260 CCAST.g1663.t1 CDOUG.g7966.t1 CELEG.C02F12.4 CJAPO.CJA14062 CKAMA.g3048.t1 CLATE.FL83_00789-RA CMONO.g6053.t1 CNOUR.g7396.t1 CPLIC.g461.t1 CREMA.FL82_00887-RA CSINI.Csp5_scaffold_00003.g200.t1 CSP21.g13452.t1 CSP26.g12618.t1 CSP28.g10414.t1 CSP29.g14648.t1 CSP31.g23366.t1 CSP32.g380.t1 CSP34.Sp34_X0266400.t1 CSP38.g9491.t1 CSP39.g20554.t1 CSP40.g22467.t1 CTROP.Csp11.Scaffold630.g18212.t1 CVIRI.g3156.t1 DCORO.DCO_007419
OG0007110: CAFRA.g8708.t1 CANGA.Cang_2012_03_13_00527.g11880.t1 CBREN.CBN22516 CBRIG.CBG14201 CCAST.g13500.t1 CDOUG.g21492.t1 CELEG.C04F6.3 CJAPO.CJA06197 CKAMA.g13988.t1 CLATE.FL83_00841-RA CMONO.g12138.t1 CNOUR.g725.t1 CPLIC.g8329.t1 CREMA.FL82_00826-RA CSINI.Csp5_scaffold_00050.g2599.t2 CSP21.g5543.t1 CSP26.g2844.t1 CSP28.g10451.t1 CSP29.g3840.t1 CSP31.g9009.t1 CSP32.g5073.t1 CSP34.Sp34_X0271200.t1 CSP38.g21526.t1 CSP39.g21180.t1 CSP40.g16271.t1 CTROP.Csp11.Scaffold629.g16473.t1 CVIRI.g13542.t1 DCORO.DCO_009377
OG0007114: CAFRA.g8770.t1 CANGA.Cang_2012_03_13_00024.g1483.t1 CBREN.CBN23528 CBRIG.CBG14689 CCAST.g17229.t1 CDOUG.g526.t1 CELEG.C25F6.3 CJAPO.CJA19109 CKAMA.g3263.t1 CLATE.FL83_00501-RA CMONO.g17145.t1 CNOUR.g797.t1 CPLIC.g14203.t1 CREMA.FL82_01207-RA CSINI.Csp5_scaffold_00154.g5789.t1 CSP21.g8773.t1 CSP26.g13298.t1 CSP28.g10501.t1 CSP29.g3904.t1 CSP31.g9075.t1 CSP32.g135.t1 CSP34.Sp34_X0238900.t1 CSP38.g9464.t1 CSP39.g21648.t1 CSP40.g17654.t1 CTROP.Csp11.Scaffold626.g6623.t1 CVIRI.g8667.t1 DCORO.DCO_003533
OG0007121: CAFRA.g8997.t1 CANGA.Cang_2012_03_13_00073.g3459.t1 CBREN.CBN31271 CBRIG.CBG12232 CCAST.g6725.t1 CDOUG.g7329.t1 CELEG.C25A1.2.1 CJAPO.CJA06474a CKAMA.g14703.t1 CLATE.FL83_18871-RA CMONO.g863.t1 CNOUR.g16091.t1 CPLIC.g6811.t1 CREMA.FL82_23181-RA CSINI.Csp5_scaffold_01070.g18128.t1 CSP21.g9707.t1 CSP26.g2448.t1 CSP28.g8573.t1 CSP29.g13748.t1 CSP31.g13229.t1 CSP32.g4588.t1 CSP34.Sp34_10186100.t1 CSP38.g13343.t1 CSP39.g21174.t1 CSP40.g18187.t1 CTROP.Csp11.Scaffold629.g11628.t1 CVIRI.g7069.t1 DCORO.DCO_018033
OG0007126: CAFRA.g9076.t1 CANGA.Cang_2012_03_13_00013.g924.t1 CBREN.CBN00314 CBRIG.CBG14965 CCAST.g16393.t1 CDOUG.g357.t1 CELEG.Y44E3A.2 CJAPO.CJA00897b CKAMA.g12311.t1 CLATE.FL83_13917-RA CMONO.g1245.t2 CNOUR.g8152.t1 CPLIC.g7281.t1 CREMA.FL82_12646-RA CSINI.Csp5_scaffold_00181.g6450.t1 CSP21.g8923.t1 CSP26.g17691.t1 CSP28.g14966.t1 CSP29.g16557.t1 CSP31.g8376.t1 CSP32.g9595.t1 CSP34.Sp34_10173600.t1 CSP38.g10962.t1 CSP39.g16948.t1 CSP40.g23526.t1 CTROP.Csp11.Scaffold627.g6816.t1 CVIRI.g15765.t1 DCORO.DCO_006553
OG0007128: CAFRA.g9154.t1 CANGA.Cang_2012_03_13_01091.g15666.t1 CBREN.CBN16599 CBRIG.CBG09055 CCAST.g17767.t1 CDOUG.g21767.t1 CELEG.C28H8.5a CJAPO.CJA10235 CKAMA.g4538.t1 CLATE.FL83_19844-RA CMONO.g15998.t1 CNOUR.g14211.t1 CPLIC.g759.t1 CREMA.FL82_16857-RA CSINI.Csp5_scaffold_08322.g38605.t1 CSP21.g2444.t1 CSP26.g5043.t1 CSP28.g16220.t1 CSP29.g1899.t1 CSP31.g24079.t1 CSP32.g12857.t1 CSP34.Sp34_30142500.t1 CSP38.g7645.t1 CSP39.g1460.t1 CSP40.g21836.t1 CTROP.Csp11.Scaffold546.g3485.t1 CVIRI.g8367.t1 DCORO.DCO_019295
OG0007130: CAFRA.g9160.t1 CANGA.Cang_2012_03_13_00401.g10332.t1 CBREN.CBN29553 CBRIG.CBG09061 CCAST.g12914.t1 CDOUG.g21773.t1 CELEG.F01F1.3 CJAPO.CJA09900 CKAMA.g4533.t1 CLATE.FL83_19838-RA CMONO.g8044.t2 CNOUR.g14205.t1 CPLIC.g918.t1 CREMA.FL82_16850-RA CSINI.Csp5_scaffold_02617.g27252.t2 CSP21.g10255.t1 CSP26.g5037.t1 CSP28.g16226.t1 CSP29.g1904.t1 CSP31.g24070.t1 CSP32.g12863.t1 CSP34.Sp34_30141800.t1 CSP38.g11845.t1 CSP39.g1466.t1 CSP40.g21830.t1 CTROP.Csp11.Scaffold546.g3480.t1 CVIRI.g1383.t1 DCORO.DCO_018109
OG0007137: CAFRA.g9184.t1 CANGA.Cang_2012_03_13_00506.g11660.t1 CBREN.CBN01070 CBRIG.CBG10044 CCAST.g9899.t1 CDOUG.g13384.t1 CELEG.C48B4.3.1 CJAPO.CJA10628 CKAMA.g4239.t1 CLATE.FL83_07372-RA CMONO.g10989.t1 CNOUR.g14180.t1 CPLIC.g1308.t1 CREMA.FL82_15068-RA CSINI.Csp5_scaffold_00091.g4005.t1 CSP21.g10631.t1 CSP26.g13030.t1 CSP28.g16258.t1 CSP29.g1925.t1 CSP31.g12816.t1 CSP32.g10780.t1 CSP34.Sp34_30195700.t1 CSP38.g1712.t1 CSP39.g5422.t1 CSP40.g3401.t1 CTROP.Csp11.Scaffold630.g18358.t1 CVIRI.g18230.t1 DCORO.DCO_018721
OG0007143: CAFRA.g9365.t1 CANGA.Cang_2012_03_13_00067.g3250.t1 CBREN.CBN18059 CBRIG.CBG14565 CCAST.g5641.t1 CDOUG.g12393.t1 CELEG.K05B2.2a CJAPO.CJA06362 CKAMA.g3187.t1 CLATE.FL83_00595-RA CMONO.g10173.t1 CNOUR.g17583.t1 CPLIC.g8319.t1 CREMA.FL82_01111-RA CSINI.Csp5_scaffold_00018.g1145.t2 CSP21.g9498.t1 CSP26.g6983.t1 CSP28.g9795.t1 CSP29.g11559.t1 CSP31.g1832.t1 CSP32.g8378.t1 CSP34.Sp34_X0248800.t1 CSP38.g21692.t1 CSP39.g26724.t1 CSP40.g12390.t1 CTROP.Csp11.Scaffold409.g1001.t2 CVIRI.g8298.t1 DCORO.DCO_014451
OG0007144: CAFRA.g9372.t1 CANGA.Cang_2012_03_13_00680.g13389.t1 CBREN.CBN10117 CBRIG.CBG14576 CCAST.g8447.t1 CDOUG.g12401.t1 CELEG.M03F4.7a CJAPO.CJA03800 CKAMA.g3181.t1 CLATE.FL83_00588-RA CMONO.g5980.t1 CNOUR.g17576.t1 CPLIC.g6035.t1 CREMA.FL82_01120-RA CSINI.Csp5_scaffold_00018.g1135.t1 CSP21.g14483.t1 CSP26.g6990.t1 CSP28.g9789.t1 CSP29.g11564.t1 CSP31.g1823.t1 CSP32.g8371.t1 CSP34.Sp34_X0248000.t1 CSP38.g17405.t1 CSP39.g23354.t1 CSP40.g12383.t1 CTROP.Csp11.Scaffold409.g994.t1 CVIRI.g8971.t1 DCORO.DCO_016209
OG0007145: CAFRA.g9401.t1 CANGA.Cang_2012_03_13_00034.g1930.t1 CBREN.CBN16331 CBRIG.CBG14611 CCAST.g1297.t1 CDOUG.g445.t1 CELEG.C42D8.8a CJAPO.CJA15342 CKAMA.g3220.t1 CLATE.FL83_00562-RA CMONO.g13488.t1 CNOUR.g17548.t1 CPLIC.g9453.t1 CREMA.FL82_01149-RA CSINI.Csp5_scaffold_00278.g8552.t1 CSP21.g7984.t1 CSP26.g20405.t1 CSP28.g9766.t1 CSP29.g11587.t1 CSP31.g21427.t1 CSP32.g8345.t1 CSP34.Sp34_X0244700.t1 CSP38.g5311.t1 CSP39.g2868.t1 CSP40.g19113.t1 CTROP.Csp11.Scaffold567.g4166.t1 CVIRI.g10895.t1 DCORO.DCO_005505
OG0007148: CAFRA.g9513.t1 CANGA.Cang_2012_03_13_00162.g5985.t1 CBREN.CBN05893 CBRIG.CBG07110 CCAST.g16768.t1 CDOUG.g24713.t1 CELEG.F56D12.1a.1 CJAPO.CJA02191 CKAMA.g9296.t1 CLATE.FL83_16418-RA CMONO.g14502.t1 CNOUR.g20427.t1 CPLIC.g694.t1 CREMA.FL82_19577-RA CSINI.Csp5_scaffold_00228.g7511.t1 CSP21.g5955.t1 CSP26.g20330.t1 CSP28.g11439.t1 CSP29.g7734.t1 CSP31.g6257.t1 CSP32.g13505.t1 CSP34.Sp34_20015200.t1 CSP38.g8575.t1 CSP39.g3692.t1 CSP40.g23176.t1 CTROP.Csp11.Scaffold605.g5682.t1 CVIRI.g1388.t1 DCORO.DCO_007985
OG0007153: CAFRA.g9618.t1 CANGA.Cang_2012_03_13_00279.g8383.t1 CBREN.CBN26239 CBRIG.CBG23107 CCAST.g19113.t1 CDOUG.g21957.t1 CELEG.H19N07.4a.1 CJAPO.CJA09141 CKAMA.g6425.t1 CLATE.FL83_19979-RA CMONO.g762.t1 CNOUR.g22054.t1 CPLIC.g12035.t1 CREMA.FL82_09345-RA CSINI.Csp5_scaffold_00558.g12845.t2 CSP21.g7443.t1 CSP26.g21758.t1 CSP28.g5879.t1 CSP29.g18933.t1 CSP31.g1132.t1 CSP32.g6704.t1 CSP34.Sp34_50313000.t1 CSP38.g15230.t1 CSP39.g15841.t1 CSP40.g2141.t1 CTROP.Csp11.Scaffold417.g1129.t1 CVIRI.g6379.t1 DCORO.DCO_008565
OG0007154: CAFRA.g9636.t1 CANGA.Cang_2012_03_13_00439.g10874.t1 CBREN.CBN17688 CBRIG.CBG23126 CCAST.g16692.t1 CDOUG.g7759.t1 CELEG.T19C4.5a CJAPO.CJA02886 CKAMA.g7205.t1 CLATE.FL83_16498-RA CMONO.g18908.t1 CNOUR.g22038.t1 CPLIC.g10891.t1 CREMA.FL82_09318-RA CSINI.Csp5_scaffold_00249.g7938.t1 CSP21.g3771.t1 CSP26.g10841.t1 CSP28.g5892.t1 CSP29.g18944.t1 CSP31.g25439.t1 CSP32.g10345.t1 CSP34.Sp34_50314600.t1 CSP38.g17154.t1 CSP39.g1682.t1 CSP40.g2128.t1 CTROP.Csp11.Scaffold519.g2781.t1 CVIRI.g14619.t1 DCORO.DCO_013869
OG0007155: CAFRA.g9637.t1 CANGA.Cang_2012_03_13_00439.g10875.t1 CBREN.CBN22651 CBRIG.CBG23127 CCAST.g16693.t1 CDOUG.g7758.t1 CELEG.T19C4.6a CJAPO.CJA06632 CKAMA.g7204.t1 CLATE.FL83_16499-RA CMONO.g787.t2 CNOUR.g22037.t1 CPLIC.g8420.t1 CREMA.FL82_09317-RA CSINI.Csp5_scaffold_00249.g7939.t2 CSP21.g8141.t1 CSP26.g10840.t1 CSP28.g5893.t1 CSP29.g18945.t1 CSP31.g25440.t1 CSP32.g10346.t1 CSP34.Sp34_50314700.t1 CSP38.g17153.t1 CSP39.g1683.t1 CSP40.g2127.t1 CTROP.Csp11.Scaffold519.g2782.t1 CVIRI.g14618.t1 DCORO.DCO_012851
OG0007157: CAFRA.g9669.t1 CANGA.Cang_2012_03_13_00619.g12852.t1 CBREN.CBN19556 CBRIG.CBG02671 CCAST.g4737.t1 CDOUG.g3850.t1 CELEG.T28D9.10a CJAPO.CJA09788 CKAMA.g9097.t1 CLATE.FL83_04555-RA CMONO.g5085.t1 CNOUR.g10790.t1 CPLIC.g9883.t1 CREMA.FL82_12170-RA CSINI.Csp5_scaffold_00127.g5068.t1 CSP21.g11647.t1 CSP26.g7582.t1 CSP28.g8884.t1 CSP29.g1373.t1 CSP31.g2127.t1 CSP32.g11926.t1 CSP34.Sp34_20278300.t1 CSP38.g21340.t1 CSP39.g3182.t1 CSP40.g8537.t1 CTROP.Csp11.Scaffold629.g11562.t1 CVIRI.g6570.t1 DCORO.DCO_023749
OG0007163: CAFRA.g9746.t1 CANGA.Cang_2012_03_13_00791.g14165.t1 CBREN.CBN22611 CBRIG.CBG02620 CCAST.g5411.t1 CDOUG.g869.t1 CELEG.C29F5.1 CJAPO.CJA15460 CKAMA.g13108.t1 CLATE.FL83_04512-RA CMONO.g2094.t1 CNOUR.g10744.t1 CPLIC.g11970.t1 CREMA.FL82_12128-RA CSINI.Csp5_scaffold_00235.g7641.t1 CSP21.g3104.t1 CSP26.g5297.t1 CSP28.g14490.t1 CSP29.g1332.t1 CSP31.g1625.t1 CSP32.g7483.t1 CSP34.Sp34_20283500.t1 CSP38.g7506.t1 CSP39.g7041.t1 CSP40.g8578.t1 CTROP.Csp11.Scaffold629.g11600.t1 CVIRI.g2404.t1 DCORO.DCO_012733
OG0007164: CAFRA.g9769.t1 CANGA.Cang_2012_03_13_00603.g12676.t1 CBREN.CBN28380 CBRIG.CBG02598 CCAST.g8814.t1 CDOUG.g890.t1 CELEG.C30B5.7 CJAPO.CJA05727a CKAMA.g18940.t1 CLATE.FL83_04488-RA CMONO.g13601.t1 CNOUR.g10723.t1 CPLIC.g641.t1 CREMA.FL82_12109-RA CSINI.Csp5_scaffold_00245.g7867.t1 CSP21.g14188.t1 CSP26.g13848.t1 CSP28.g15385.t1 CSP29.g1314.t1 CSP31.g25811.t1 CSP32.g1637.t1 CSP34.Sp34_20128200.t1 CSP38.g1878.t1 CSP39.g2216.t1 CSP40.g8600.t1 CTROP.Csp11.Scaffold629.g11623.t1 CVIRI.g6144.t1 DCORO.DCO_015713
OG0007167: CAFRA.g9818.t1 CANGA.Cang_2012_03_13_00128.g5119.t1 CBREN.CBN18913 CBRIG.CBG12982 CCAST.g8760.t1 CDOUG.g25003.t1 CELEG.B0495.8a CJAPO.CJA08999a CKAMA.g5928.t1 CLATE.FL83_06922-RA CMONO.g6226.t1 CNOUR.g11089.t1 CPLIC.g14619.t1 CREMA.FL82_05629-RA CSINI.Csp5_scaffold_00268.g8337.t1 CSP21.g8970.t1 CSP26.g16579.t1 CSP28.g15399.t1 CSP29.g7162.t1 CSP31.g18089.t1 CSP32.g1583.t1 CSP34.Sp34_20143100.t1 CSP38.g16073.t1 CSP39.g6762.t1 CSP40.g17117.t1 CTROP.Csp11.Scaffold469.g1620.t2 CVIRI.g1847.t1 DCORO.DCO_015791
OG0007169: CAFRA.g9823.t1 CANGA.Cang_2012_03_13_00521.g11825.t1 CBREN.CBN02489 CBRIG.CBG12973 CCAST.g1369.t1 CDOUG.g20371.t1 CELEG.B0228.5a CJAPO.CJA02955b CKAMA.g5924.t1 CLATE.FL83_06927-RA CMONO.g17914.t1 CNOUR.g11084.t1 CPLIC.g9888.t1 CREMA.FL82_05623-RA CSINI.Csp5_scaffold_00106.g4448.t1 CSP21.g15945.t1 CSP26.g16584.t1 CSP28.g15404.t1 CSP29.g7157.t1 CSP31.g24370.t1 CSP32.g1578.t1 CSP34.Sp34_20143500.t1 CSP38.g20547.t1 CSP39.g22395.t1 CSP40.g17112.t1 CTROP.Csp11.Scaffold15.g66.t1 CVIRI.g1843.t1 DCORO.DCO_024243
OG0007174: CAFRA.g9998.t1 CANGA.Cang_2012_03_13_00381.g10045.t1 CBREN.CBN15646 CBRIG.CBG06150 CCAST.g13686.t1 CDOUG.g16342.t1 CELEG.C10C6.6 CJAPO.CJA02914 CKAMA.g12860.t1 CLATE.FL83_04935-RA CMONO.g12943.t1 CNOUR.g14106.t1 CPLIC.g5630.t1 CREMA.FL82_03833-RA CSINI.Csp5_scaffold_00384.g10500.t1 CSP21.g4907.t1 CSP26.g21896.t1 CSP28.g10826.t1 CSP29.g19878.t1 CSP31.g26762.t1 CSP32.g14795.t1 CSP34.Sp34_40328320.t1 CSP38.g5489.t1 CSP39.g4781.t2 CSP40.g728.t1 CTROP.Csp11.Scaffold507.g2457.t1 CVIRI.g14085.t1 DCORO.DCO_001145
OG0007176: CAFRA.g10027.t1 CANGA.Cang_2012_03_13_00499.g11583.t1 CBREN.CBN18508.1 CBRIG.CBG06118 CCAST.g1740.t1 CDOUG.g5927.t1 CELEG.F40F11.1.1 CJAPO.CJA10937 CKAMA.g11779.t1 CLATE.FL83_21343-RA CMONO.g11972.t1 CNOUR.g21820.t1 CPLIC.g3165.t1 CREMA.FL82_03854-RA CSINI.Csp5_scaffold_02293.g25837.t1 CSP21.g5506.t1 CSP26.g13163.t1 CSP28.g10847.t1 CSP29.g19900.t1 CSP31.g7777.t1 CSP32.g9894.t1 CSP34.Sp34_40325700.t1 CSP38.g221.t1 CSP39.g9410.t1 CSP40.g749.t1 CTROP.Csp11.Scaffold507.g2481.t1 CVIRI.g3902.t1 DCORO.DCO_022437
OG0007184: CAFRA.g10137.t1 CANGA.Cang_2012_03_13_00200.g6842.t1 CBREN.CBN18647 CBRIG.CBG13533 CCAST.g7495.t1 CDOUG.g11342.t1 CELEG.Y54G2A.17b CJAPO.CJA12208 CKAMA.g19140.t1 CLATE.FL83_12095-RA CMONO.g1965.t1 CNOUR.g11919.t1 CPLIC.g3834.t1 CREMA.FL82_07490-RA CSINI.Csp5_scaffold_00024.g1406.t1 CSP21.g8651.t1 CSP26.g18349.t1 CSP28.g10801.t1 CSP29.g16439.t1 CSP31.g5411.t1 CSP32.g17406.t1 CSP34.Sp34_40026900.t1 CSP38.g4672.t1 CSP39.g484.t1 CSP40.g23947.t1 CTROP.Csp11.Scaffold629.g10629.t1 CVIRI.g10643.t1 DCORO.DCO_008553
OG0007185: CAFRA.g10178.t1 CANGA.Cang_2012_03_13_00099.g4303.t1 CBREN.CBN30561 CBRIG.CBG05918 CCAST.g1698.t1 CDOUG.g13695.t1 CELEG.F32E10.1 CJAPO.CJA05620 CKAMA.g1681.t1 CLATE.FL83_22639-RA CMONO.g12225.t1 CNOUR.g22078.t1 CPLIC.g6896.t1 CREMA.FL82_04097-RA CSINI.Csp5_scaffold_02507.g26766.t1 CSP21.g148.t1 CSP26.g18840.t1 CSP28.g14097.t1 CSP29.g16479.t1 CSP31.g9548.t1 CSP32.g15763.t1 CSP34.Sp34_40302600.t1 CSP38.g19256.t1 CSP39.g3468.t1 CSP40.g19460.t1 CTROP.Csp11.Scaffold630.g21213.t1 CVIRI.g9441.t1 DCORO.DCO_005471
OG0007186: CAFRA.g10195.t1 CANGA.Cang_2012_03_13_00574.g12379.t1 CBREN.CBN04311 CBRIG.CBG19566 CCAST.g4843.t1 CDOUG.g13216.t1 CELEG.T05A8.5 CJAPO.CJA16960 CKAMA.g3902.t1 CLATE.FL83_21174-RA CMONO.g2026.t1 CNOUR.g11335.t1 CPLIC.g3285.t1 CREMA.FL82_07089-RA CSINI.Csp5_scaffold_00304.g9065.t1 CSP21.g16201.t1 CSP26.g5010.t1 CSP28.g10376.t1 CSP29.g17096.t1 CSP31.g3095.t1 CSP32.g11084.t1 CSP34.Sp34_20041710.t1 CSP38.g9254.t1 CSP39.g21733.t1 CSP40.g3228.t1 CTROP.Csp11.Scaffold629.g14724.t1 CVIRI.g873.t1 DCORO.DCO_013839
OG0007187: CAFRA.g10217.t1 CANGA.Cang_2012_03_13_00078.g3593.t1 CBREN.CBN05580 CBRIG.CBG01072 CCAST.g12322.t1 CDOUG.g15273.t1 CELEG.Y58G8A.4b CJAPO.CJA07281a CKAMA.g10622.t1 CLATE.FL83_12732-RA CMONO.g8493.t1 CNOUR.g17163.t1 CPLIC.g12653.t1 CREMA.FL82_17911-RA CSINI.Csp5_scaffold_05386.g34892.t1 CSP21.g8322.t1 CSP26.g2979.t1 CSP28.g289.t1 CSP29.g18339.t1 CSP31.g14432.t1 CSP32.g7782.t1 CSP34.Sp34_50013400.t1 CSP38.g17006.t1 CSP39.g16723.t1 CSP40.g18814.t1 CTROP.Csp11.Scaffold559.g3879.t2 CVIRI.g3387.t1 DCORO.DCO_010315
OG0007188: CAFRA.g10277.t1 CANGA.Cang_2012_03_13_04607.g18979.t1 CBREN.CBN30232 CBRIG.CBG22107 CCAST.g11290.t1 CDOUG.g2943.t1 CELEG.F54A5.1 CJAPO.CJA08191 CKAMA.g8275.t1 CLATE.FL83_22111-RA CMONO.g1334.t1 CNOUR.g21925.t1 CPLIC.g8312.t1 CREMA.FL82_07835-RA CSINI.Csp5_scaffold_03285.g29680.t1 CSP21.g2788.t1 CSP26.g15092.t1 CSP28.g3869.t1 CSP29.g17698.t1 CSP31.g7427.t1 CSP32.g8844.t1 CSP34.Sp34_10232400.t1 CSP38.g14074.t1 CSP39.g24913.t1 CSP40.g20572.t1 CTROP.Csp11.Scaffold630.g17330.t1 CVIRI.g13052.t1 DCORO.DCO_007305
